@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 {0,1,2,3,4,5}

@data
567,'2017/02/12 17:20:31:161',2,-61.539722,203.667038,77.089294,0,0,0,-11.611956,174.318726,33.364994,-9.336499,259.589844,12.986428,-40.099831,156.540009,63.886135,-55.247601,155.927246,66.491791,-63.247459,167.037842,62.096348,299017.40625,0.324311,-0.731098,-0.600265,0.277456,0.680172,-0.678517,0.417514,0.786616,0.388169,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
568,'2017/02/12 17:20:31:177',2,-61.458965,203.654099,77.082657,0,0,0,-11.575675,174.288483,33.309761,-9.273063,259.640228,12.916675,-40.070118,156.5056,63.818218,-55.220509,155.908188,66.445114,-63.205235,167.031509,62.062664,299464.53125,0.323194,-0.731072,-0.600898,0.277753,0.680291,-0.678275,0.41625,0.786882,0.388668,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
569,'2017/02/12 17:20:31:194',2,-61.377464,203.624649,77.074837,0,0,0,-11.524041,174.263168,33.260674,-9.219022,259.669708,12.838881,-40.027313,156.458191,63.771873,-55.178368,155.873428,66.416977,-63.149582,167.005707,62.038937,299919,0.322388,-0.731103,-0.601294,0.277961,0.680321,-0.678159,0.415312,0.78699,0.388991,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
570,'2017/02/12 17:20:31:211',2,-61.285526,203.571091,77.079559,0,0,0,-11.47244,174.21344,33.218636,-9.164259,259.649658,12.738894,-39.977287,156.386673,63.736477,-55.126549,155.815109,66.39679,-63.082195,166.955353,62.017601,300406.15625,0.321568,-0.731039,-0.601811,0.278151,0.680456,-0.677947,0.414405,0.787245,0.38934,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
571,'2017/02/12 17:20:31:228',2,-61.175671,203.539474,77.040062,0,0,0,-11.398577,174.219681,33.117092,-9.110382,259.790771,12.666639,-39.903141,156.346878,63.641865,-55.048187,155.78273,66.305946,-62.993248,166.935455,61.935081,300608.15625,0.320936,-0.730554,-0.602736,0.278252,0.681047,-0.677312,0.413924,0.788148,0.389798,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
572,'2017/02/12 17:20:31:244',2,-61.128407,203.527298,77.020325,0,0,0,-11.377772,174.221832,33.069344,-9.095772,259.886841,12.636127,-39.875137,156.327759,63.597404,-55.02005,155.765518,66.265465,-62.95723,166.928329,61.895638,300760.09375,0.320644,-0.730341,-0.60315,0.278388,0.681311,-0.676989,0.413697,0.78858,0.390137,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
573,'2017/02/12 17:20:31:261',2,-61.059452,203.506088,76.987274,0,0,0,-11.351352,174.217041,33.001049,-9.106002,260.104431,12.57565,-39.839977,156.29071,63.52821,-55.003727,155.722778,66.234375,-62.908337,166.910507,61.837521,301346.15625,0.320108,-0.730102,-0.603723,0.278696,0.681628,-0.676544,0.413202,0.789142,0.390757,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
574,'2017/02/12 17:20:31:278',2,-61.003323,203.480286,76.960434,0,0,0,-11.369322,174.191635,32.944897,-9.135971,260.22702,12.492552,-39.844673,156.220535,63.530067,-54.985355,155.673859,66.227989,-62.871204,166.876785,61.818317,301895.8125,0.319611,-0.730168,-0.603907,0.278971,0.681598,-0.67646,0.412597,0.789182,0.391149,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
575,'2017/02/12 17:20:31:298',2,-60.928791,203.453018,76.91507,0,0,0,-11.442002,174.179077,32.868626,-9.174052,260.416443,12.368141,-39.877491,156.106735,63.578651,-54.967434,155.608078,66.240227,-62.825279,166.828049,61.805164,302927.96875,0.318902,-0.730468,-0.603919,0.279448,0.681329,-0.676535,0.411631,0.788928,0.391711,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
576,'2017/02/12 17:20:31:311',2,-60.905441,203.446671,76.901207,0,0,0,-11.465097,174.169052,32.850021,-9.185898,260.492157,12.334987,-39.887135,156.072403,63.59819,-54.963638,155.588959,66.248505,-62.812405,166.815384,61.800404,303295.46875,0.318659,-0.730643,-0.603836,0.279648,0.681158,-0.676625,0.411264,0.788736,0.391917,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
577,'2017/02/12 17:20:31:327',2,-60.86219,203.46106,76.863022,0,0,0,-11.533368,174.153824,32.802856,-9.234282,260.784607,12.30572,-39.876122,156.054565,63.586571,-54.981052,155.563782,66.288803,-62.787247,166.812317,61.792114,304188.5625,0.318278,-0.730968,-0.603643,0.279978,0.680832,-0.676817,0.410663,0.788355,0.392234,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
578,'2017/02/12 17:20:31:344',2,-60.812279,203.504593,76.809525,0,0,0,-11.573278,174.168396,32.746826,-9.268436,261.134094,12.301987,-39.871845,156.053055,63.592602,-54.996292,155.570236,66.32412,-62.7565,166.833923,61.779858,305030.90625,0.317959,-0.731369,-0.603325,0.280562,0.68043,-0.676978,0.410096,0.787941,0.392886,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
579,'2017/02/12 17:20:31:360',2,-60.770077,203.551666,76.77964,0,0,0,-11.639446,174.204178,32.701309,-9.287078,261.339417,12.287529,-39.887688,156.053284,63.627216,-55.003658,155.589767,66.3265,-62.736343,166.861267,61.778488,305441.28125,0.317514,-0.731673,-0.603191,0.281032,0.680137,-0.677078,0.409432,0.787652,0.393426,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
580,'2017/02/12 17:20:31:377',2,-60.732536,203.621399,76.756821,0,0,0,-11.681337,174.267242,32.652775,-9.345926,261.613678,12.28873,-39.882896,156.101624,63.595936,-55.027702,155.628159,66.324341,-62.719139,166.919464,61.768829,305668,0.316957,-0.731712,-0.603436,0.281284,0.680138,-0.676973,0.408772,0.78773,0.393798,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
581,'2017/02/12 17:20:31:393',2,-60.690544,203.677872,76.748741,0,0,0,-11.704494,174.32933,32.592655,-9.413024,261.880432,12.303229,-39.882927,156.135437,63.563995,-55.03175,155.665436,66.310898,-62.705563,166.968964,61.763763,305708.59375,0.316181,-0.731585,-0.603997,0.281326,0.680325,-0.676767,0.407942,0.78802,0.393959,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
582,'2017/02/12 17:20:31:411',2,-60.644562,203.730499,76.748756,0,0,0,-11.737863,174.400558,32.524059,-9.490202,262.183258,12.339736,-39.875446,156.168915,63.528973,-55.032913,155.701355,66.294456,-62.684566,167.01828,61.756153,305612.34375,0.315425,-0.731292,-0.604747,0.281168,0.680686,-0.67647,0.407216,0.788505,0.393916,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
583,'2017/02/12 17:20:31:427',2,-60.622265,203.752869,76.769348,0,0,0,-11.780157,174.442688,32.491108,-9.545643,262.323425,12.365205,-39.874619,156.178329,63.523472,-55.039394,155.709915,66.305878,-62.672649,167.042206,61.7542,305523.03125,0.315079,-0.730951,-0.605339,0.281082,0.681081,-0.676107,0.406987,0.789063,0.393998,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
584,'2017/02/12 17:20:31:444',2,-60.619785,203.769119,76.818878,0,0,0,-11.830509,174.496231,32.472107,-9.605557,262.419586,12.419868,-39.917736,156.162628,63.597622,-55.04361,155.725037,66.318436,-62.674881,167.062943,61.772877,305184.875,0.314827,-0.730421,-0.606111,0.280846,0.681676,-0.675606,0.406959,0.78987,0.393963,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
585,'2017/02/12 17:20:31:460',2,-60.624702,203.783844,76.85553,0,0,0,-11.858985,174.528625,32.476711,-9.629835,262.463654,12.462416,-39.940788,156.165253,63.62875,-55.050449,155.739929,66.322197,-62.685326,167.080811,61.790733,304969.125,0.314641,-0.73014,-0.606545,0.280759,0.681994,-0.675322,0.406884,0.790314,0.394002,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
586,'2017/02/12 17:20:31:477',2,-60.643673,203.815231,76.906517,0,0,0,-11.916203,174.577103,32.494247,-9.684494,262.55188,12.515727,-39.971371,156.183197,63.67696,-55.066605,155.766602,66.349823,-62.704399,167.110626,61.823105,304794.9375,0.314538,-0.729901,-0.606886,0.280646,0.682259,-0.6751,0.406884,0.790673,0.393976,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
587,'2017/02/12 17:20:31:494',2,-60.930683,203.94899,77.325928,0,0,0,-11.924628,175.275818,32.83707,-10.062951,263.506866,13.598682,-39.986053,156.515671,63.787109,-54.943001,156.006805,66.129463,-62.760189,167.344757,61.931046,297584.59375,0.320058,-0.723545,-0.611592,0.279703,0.688939,-0.668677,0.416471,0.800322,0.396176,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
588,'2017/02/12 17:20:31:510',2,-60.974911,204.033615,77.325226,0,0,0,-11.992086,175.265656,32.862427,-10.106083,263.50531,13.513185,-40.026218,156.562195,63.81794,-54.973286,156.064072,66.159973,-62.781334,167.392944,61.856678,297954.1875,0.319729,-0.724476,-0.610662,0.279818,0.687943,-0.669654,0.415617,0.798869,0.395803,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
589,'2017/02/12 17:20:31:527',2,-61.678764,204.169983,78.115784,0,0,0,-12.04968,176.341644,33.767349,-10.712523,264.851227,15.543913,-40.171734,157.035828,64.194336,-55.010002,156.392853,66.180962,-63.016216,167.699448,62.156994,287252.53125,0.331763,-0.714121,-0.616413,0.280396,0.698537,-0.658349,0.434908,0.815008,0.40264,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
590,'2017/02/12 17:20:31:548',2,-61.946461,204.072052,78.421753,0,0,0,-12.088219,176.415665,34.210892,-10.91338,264.787231,16.061844,-40.210445,157.007462,64.439217,-54.732376,156.397369,65.805389,-63.060837,167.615738,62.251621,281163.25,0.336067,-0.712265,-0.616229,0.281179,0.70032,-0.656118,0.440857,0.817973,0.404873,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
591,'2017/02/12 17:20:31:561',2,-61.987366,204.091248,78.451881,0,0,0,-12.123922,176.374695,34.282265,-10.935941,264.484894,15.931817,-40.199215,157.006104,64.466858,-54.40015,156.484802,65.262291,-62.92181,167.654236,61.914471,276964.90625,0.336394,-0.712871,-0.615349,0.281451,0.69967,-0.656694,0.440905,0.817072,0.404905,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
592,'2017/02/12 17:20:31:576',2,-61.991268,204.116806,78.489021,0,0,0,-12.158634,176.326462,34.323563,-10.898531,264.08316,15.748915,-39.852459,157.092987,63.921661,-54.200748,156.536575,64.982079,-62.811287,167.704926,61.715385,274870.71875,0.336224,-0.713417,-0.614808,0.281782,0.699114,-0.657145,0.440415,0.816333,0.405083,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
593,'2017/02/12 17:20:31:593',2,-62.19582,204.354309,78.857048,0,0,0,-12.201766,177.080353,34.588608,-11.171376,264.689056,16.559551,-39.43541,157.626541,63.549236,-53.930672,156.955215,64.845421,-62.67152,168.072372,61.691841,267904.90625,0.342985,-0.706995,-0.618481,0.280469,0.705464,-0.65089,0.451682,0.825612,0.406858,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
594,'2017/02/12 17:20:31:610',2,-62.446064,204.306961,79.148788,0,0,0,-12.239606,177.182968,35.004284,-11.321736,264.123718,16.761145,-39.275749,157.724899,63.499844,-53.734825,157.011551,64.714622,-62.688103,168.066223,61.798649,263838.25,0.347532,-0.705151,-0.618049,0.281124,0.707169,-0.648753,0.457909,0.828453,0.408905,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
595,'2017/02/12 17:20:31:627',2,-62.646774,204.278488,79.48304,0,0,0,-12.331709,177.3134,35.299599,-11.561963,263.395294,16.803528,-39.157749,157.833466,63.40934,-53.655273,157.080368,64.690895,-62.651558,168.129227,61.708332,260104.375,0.349446,-0.703267,-0.619115,0.28022,0.708973,-0.647174,0.461157,0.830936,0.408619,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
596,'2017/02/12 17:20:31:643',2,-62.744831,204.26265,79.665451,0,0,0,-12.358199,177.401764,35.453068,-11.675518,263.223511,16.970118,-39.128628,157.887344,63.395782,-53.640709,157.116318,64.698463,-62.612274,168.18721,61.582634,257960.09375,0.350356,-0.701965,-0.620078,0.279932,0.710258,-0.645888,0.462933,0.832828,0.408969,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
597,'2017/02/12 17:20:31:660',2,-62.811428,204.254669,79.844231,0,0,0,-12.363321,177.418533,35.608982,-11.724268,262.775604,16.99045,-39.051506,157.934631,63.358326,-53.582775,157.152725,64.692963,-62.505589,168.266983,61.354851,255860.5,0.350911,-0.701438,-0.62036,0.279955,0.710774,-0.64531,0.463866,0.833635,0.409327,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
598,'2017/02/12 17:20:31:677',2,-62.824631,204.268997,79.872856,0,0,0,-12.366094,177.358749,35.655888,-11.70513,262.354553,16.818979,-38.94791,157.967514,63.227573,-53.507977,157.181564,64.606216,-62.454712,168.296524,61.252357,255063.671875,0.350775,-0.702204,-0.61957,0.280302,0.710005,-0.646006,0.463275,0.83256,0.409385,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
599,'2017/02/12 17:20:31:694',2,-62.810226,204.318695,79.876022,0,0,0,-12.350712,177.314316,35.699604,-11.655804,262.040344,16.66202,-38.796692,158.037933,63.095608,-53.42831,157.228088,64.577019,-62.367111,168.359726,61.156986,254676.203125,0.350975,-0.703165,-0.618365,0.280831,0.70902,-0.646857,0.462957,0.831214,0.409593,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
600,'2017/02/12 17:20:31:710',2,-62.817001,204.344391,79.901787,0,0,0,-12.346925,177.288132,35.739132,-11.649817,261.502136,16.447754,-38.705276,158.083786,63.028648,-53.38348,157.254898,64.575897,-62.342068,168.383621,61.181438,254334.484375,0.351181,-0.703626,-0.617724,0.280984,0.708535,-0.647322,0.462929,0.830514,0.40953,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
601,'2017/02/12 17:20:31:726',2,-62.822762,204.366241,79.923698,0,0,0,-12.363487,177.255096,35.761223,-11.641725,260.790009,16.189329,-38.645702,158.114822,63.001724,-53.371761,157.269012,64.628342,-62.326752,168.401215,61.213993,254157.765625,0.351355,-0.704017,-0.617179,0.281115,0.708121,-0.647718,0.462905,0.829919,0.409476,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
602,'2017/02/12 17:20:31:743',2,-62.828465,204.386581,79.944527,0,0,0,-12.376573,177.23111,35.792572,-11.661827,260.268494,16.006323,-38.631283,158.127472,63.047134,-53.348206,157.288101,64.677597,-62.313229,168.414673,61.24926,253874.28125,0.351558,-0.704366,-0.616665,0.281177,0.707745,-0.648102,0.462937,0.829359,0.40934,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
603,'2017/02/12 17:20:31:759',2,-62.834167,204.409958,79.968674,0,0,0,-12.371285,177.228577,35.829025,-11.705816,259.805389,15.881629,-38.58147,158.162018,63.050091,-53.322029,157.308365,64.738518,-62.303452,168.428024,61.295002,253377.046875,0.35181,-0.704677,-0.616165,0.28109,0.707396,-0.64852,0.463047,0.828792,0.408992,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
604,'2017/02/12 17:20:31:776',2,-62.812508,204.449219,79.974007,0,0,0,-12.358409,177.206528,35.859619,-11.659616,259.568481,15.819371,-38.520859,158.197952,63.069904,-53.278759,157.33757,64.800644,-62.232887,168.471176,61.253876,253240.625,0.352111,-0.705238,-0.615351,0.281423,0.706806,-0.649019,0.463071,0.827993,0.409143,103.748154,64.209015,-47.893578,0,0,0,40.845222,116.458542,-63.895821,58.796997,66.492203,-82.227814,63.878502,60.303181,-91.103989,97.405289,96.377853,-138.451462,89.269897,45.553413,-102.256592,104047,-0.615565,-0.38225,-0.689176,0.237227,0.744059,-0.62458,-1.015097,0.872475,0.362989,1,0,1
